metacell	metacell_annotation	color	metacell_top_cell_type	metacell_ann_cell_type	metacell_top_leiden	metacell_ann_leiden
mc.0090	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.35;lc021|0.30;lc017|0.17;lc038|0.10;lc014|0.08
mc.0221	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.61;lc038|0.17;lc021|0.14;lc017|0.08
mc.0225	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.28;lc038|0.24;lc014|0.20;lc021|0.20;lc017|0.05
mc.0046	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.26;lc038|0.26;lc014|0.16;lc021|0.15;lc012|0.10;lc017|0.06
mc.0145	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.59;lc038|0.27;lc021|0.10
mc.0175	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.47;lc021|0.27;lc017|0.20;lc038|0.06
mc.0173	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.40;lc038|0.22;lc021|0.17;lc014|0.13;lc017|0.06
mc.0028	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.50;lc017|0.37;lc021|0.09
mc.0006	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.38;lc021|0.33;lc017|0.20;lc038|0.06
mc.0091	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.54;lc017|0.25;lc038|0.15
mc.0252	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.38;lc017|0.25;lc038|0.23;lc021|0.08
mc.0174	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc005	lc005|0.48;lc038|0.32;lc017|0.11;lc021|0.08
mc.0204	gastrodermis	wheat1	gastrodermis	gastrodermis|0.78;gland_calicoblast_like|0.21	lc012	lc012|0.33;lc017|0.22;lc040|0.14;lc014|0.11;lc021|0.06;lc048|0.06
mc.0038	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc012	lc012|0.57;lc014|0.30;lc017|0.08
mc.0196	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc012	lc012|0.50;lc014|0.38;lc021|0.12
mc.0049	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc012	lc012|0.81;lc014|0.18
mc.0274	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc012	lc012|0.71;lc057|0.12
mc.0208	gastrodermis	wheat1	gastrodermis	gastrodermis|0.97	lc012	lc012|0.41;lc017|0.41;lc014|0.05;lc021|0.05
mc.0050	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.56;lc012|0.35;lc021|0.06
mc.0012	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.35;lc017|0.29;lc021|0.18;lc005|0.08;lc012|0.06
mc.0194	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.43;lc017|0.27;lc005|0.13;lc021|0.12
mc.0112	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.63;lc021|0.20;lc012|0.14
mc.0259	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.49;lc021|0.30;lc038|0.09;lc012|0.08
mc.0255	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.36;lc012|0.29;lc017|0.26;lc021|0.07
mc.0138	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.66;lc021|0.22;lc017|0.06;lc012|0.05
mc.0279	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.45;lc012|0.27;lc005|0.11;lc021|0.07
mc.0093	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc014	lc014|0.41;lc021|0.30;lc017|0.15;lc005|0.07
mc.0250	gastrodermis	wheat1	gastrodermis	gastrodermis|0.98	lc017	lc017|0.46;lc057|0.22;lc012|0.15;lc005|0.10
mc.0149	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc017	lc017|0.39;lc021|0.28;lc005|0.23;lc012|0.07
mc.0195	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc017	lc017|0.46;lc021|0.23;lc005|0.19;lc014|0.06
mc.0126	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc017	lc017|0.35;lc021|0.23;lc014|0.22;lc005|0.16
mc.0251	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc017	lc017|0.47;lc021|0.29;lc005|0.21
mc.0179	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc017	lc017|0.35;lc012|0.20;lc014|0.17;lc021|0.15;lc005|0.11
mc.0134	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc038	lc038|0.40;lc005|0.35;lc014|0.12;lc021|0.09
mc.0043	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc038	lc038|0.37;lc005|0.34;lc021|0.14;lc017|0.10
mc.0266	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc038	lc038|0.50;lc005|0.26;lc021|0.10;lc055|0.07
mc.0027	gastrodermis	wheat1	gastrodermis	gastrodermis|0.76;epidermis_like|0.14;precursors|0.08	lc053	lc053|0.48;lc012|0.18;lc020|0.11;lc015|0.08
mc.0146	gastrodermis	wheat1	gastrodermis	gastrodermis|0.81;epidermis_1|0.18	lc053	lc053|0.62;lc013|0.13;lc012|0.11
mc.0241	gastrodermis	wheat1	gastrodermis	gastrodermis|0.80;precursors|0.16	lc053	lc053|0.53;lc012|0.12;lc047|0.09;lc005|0.07;lc055|0.05
mc.0176	gastrodermis	wheat1	gastrodermis	gastrodermis|0.44;epidermis_1|0.23;epidermis_3|0.19;epidermis_2|0.09	lc053	lc053|0.36;lc013|0.12;lc022|0.12;lc044|0.08;lc012|0.07;lc026|0.07
mc.0018	gastrodermis	wheat1	gastrodermis	gastrodermis|0.50;precursors|0.31;gastrodermis_gland_like|0.09;gastrodermis_alga_hosting|0.06	lc053	lc053|0.38;lc001|0.22;lc041|0.09;lc011|0.09;lc017|0.06;lc027|0.06
mc.0009	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc055	lc055|0.33;lc017|0.30;lc005|0.13;lc012|0.10;lc038|0.08;lc021|0.07
mc.0237	gastrodermis	wheat1	gastrodermis	gastrodermis|0.96	lc055	lc055|0.46;lc012|0.29;lc017|0.09
mc.0183	gastrodermis	wheat1	gastrodermis	gastrodermis|0.63;neuron_Pou4_2|0.12;neuron_Pou4_4|0.06;neuron_Etv1|0.06	lc055	lc055|0.31;lc012|0.15;lc033|0.12;lc045|0.06;lc037|0.06;lc021|0.05
mc.0067	gastrodermis	wheat1	gastrodermis	gastrodermis|0.96	lc055	lc055|0.74;lc012|0.14
mc.0026	gastrodermis	wheat1	gastrodermis	gastrodermis|0.63;gland_secretory_3|0.31;gastrodermis_muscle|0.07	lc057	lc057|0.42;lc029|0.31;lc012|0.13;lc055|0.07
mc.0280	gastrodermis_gland_like	cornsilk2	gastrodermis_gland_like	gastrodermis_gland_like|0.99	lc041	lc041|0.99
mc.0084	gastrodermis_gland_like	cornsilk2	gastrodermis_gland_like	gastrodermis_gland_like|0.93;gland_secretory_2|0.05	lc041	lc041|0.93;lc036|0.05
mc.0165	gastrodermis_gland_like	cornsilk2	gastrodermis_gland_like	gastrodermis_gland_like|0.92;gastrodermis|0.08	lc041	lc041|0.92
mc.0048	gastrodermis_gland_like	cornsilk2	gastrodermis_gland_like	gastrodermis_gland_like|0.60;gastrodermis|0.40	lc041	lc041|0.60;lc038|0.20;lc021|0.07;lc005|0.06
mc.0197	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc010	lc010|0.96
mc.0278	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc010	lc010|0.98
mc.0011	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc010	lc010|0.88;lc028|0.12
mc.0003	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc010	lc010|0.91;lc028|0.09
mc.0069	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc010	lc010|0.89;lc028|0.11
mc.0224	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc010	lc010|0.79;lc028|0.21
mc.0257	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc010	lc010|0.92;lc028|0.08
mc.0047	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc028	lc028|0.70;lc010|0.30
mc.0075	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|0.98	lc028	lc028|0.73;lc010|0.26
mc.0248	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|0.83;precursors|0.14	lc028	lc028|0.82;lc001|0.09
mc.0207	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc028	lc028|0.58;lc010|0.42
