metacell	metacell_annotation	color	metacell_top_cell_type	metacell_ann_cell_type	metacell_top_leiden	metacell_ann_leiden
mc.0236	neuron_Isl_1	steelblue1	neuron_Isl_1	neuron_Isl_1|0.85;neurosecretory_progenitors|0.11	lc065	lc065|0.85;lc024|0.11
mc.0095	neuron_Isl_1	steelblue1	neuron_Isl_1	neuron_Isl_1|0.95	lc065	lc065|0.95
mc.0314	neuron_Isl_1	steelblue1	neuron_Isl_1	neuron_Isl_1|1.00	lc065	lc065|1.00
mc.0197	neuron_Isl_1	steelblue1	neuron_Isl_1	neuron_Isl_1|1.00	lc065	lc065|1.00
mc.0043	neuron_Isl_1	steelblue1	neuron_Isl_1	neuron_Isl_1|1.00	lc065	lc065|1.00
mc.0144	neuron_Isl_1	steelblue1	neuron_Isl_1	neuron_Isl_1|1.00	lc065	lc065|0.98
mc.0100	neuron_Isl_1	steelblue1	neuron_Isl_1	neuron_Isl_1|1.00	lc065	lc065|1.00
mc.0064	neuron_Isl_2	steelblue2	neuron_Isl_2	neuron_Isl_2|0.98	lc031	lc031|0.98
mc.0234	neuron_Isl_2	steelblue2	neuron_Isl_2	neuron_Isl_2|0.93	lc031	lc031|0.80;lc047|0.12
mc.0098	neuron_Isl_2	steelblue2	neuron_Isl_2	neuron_Isl_2|0.92	lc031	lc031|0.92
mc.0102	neuron_Isl_2	steelblue2	neuron_Isl_2	neuron_Isl_2|1.00	lc031	lc031|1.00
mc.0084	neuron_Isl_2	steelblue2	neuron_Isl_2	neuron_Isl_2|0.99	lc047	lc047|0.99
mc.0072	neuron_Isl_2	steelblue2	neuron_Isl_2	neuron_Isl_2|0.57;neuron_Pou4_Otp|0.39	lc047	lc047|0.57;lc040|0.39
mc.0194	gland_1_Xbp	sienna1	gland_1_Xbp	gland_1_Xbp|0.70;gastrodermis_1|0.17;digestive_filaments|0.08	lc061	lc061|0.70;lc037|0.10;lc027|0.08
mc.0204	gland_2	sienna2	gland_2	gland_2|0.99	lc028	lc028|0.99
mc.0051	gland_2	sienna2	gland_2	gland_2|1.00	lc028	lc028|1.00
mc.0099	gland_3	sienna3	gland_3	gland_3|0.96	lc054	lc054|0.96
mc.0090	gland_4	tan1	gland_4	gland_4|0.73;gland_6|0.14	lc053	lc053|0.59;lc048|0.14;lc064|0.13
mc.0023	gland_5	tan2	gland_5	gland_5|0.81;gland_2|0.09	lc059	lc059|0.81;lc028|0.09
mc.0091	gland_6	tan3	gland_6	gland_6|0.60;neurosecretory_progenitors|0.21;gland_2|0.15	lc048	lc048|0.60;lc024|0.21;lc028|0.15
mc.0324	gland_6	tan3	gland_6	gland_6|0.84;neuron_Isl_1|0.11	lc048	lc048|0.84;lc065|0.11
mc.0039	cnidocyte	mediumorchid3	cnidocyte	cnidocyte|0.71;neurosecretory_progenitors|0.28	lc039	lc039|0.71;lc024|0.28
mc.0055	cnidocyte	mediumorchid3	cnidocyte	cnidocyte|1.00	lc039	lc039|1.00
mc.0247	immune_macrophage_like_1	plum1	immune_macrophage_like_1	immune_macrophage_like_1|1.00	lc032	lc032|0.81;lc043|0.19
mc.0036	immune_macrophage_like_1	plum1	immune_macrophage_like_1	immune_macrophage_like_1|1.00	lc032	lc032|0.95;lc043|0.05
mc.0053	immune_macrophage_like_1	plum1	immune_macrophage_like_1	immune_macrophage_like_1|1.00	lc032	lc032|0.95;lc043|0.05
mc.0235	immune_macrophage_like_1	plum1	immune_macrophage_like_1	immune_macrophage_like_1|1.00	lc043	lc043|0.73;lc032|0.27
mc.0153	immune_macrophage_like_1	plum1	immune_macrophage_like_1	immune_macrophage_like_1|1.00	lc043	lc043|0.84;lc032|0.16
mc.0115	immune_macrophage_like_1	plum1	immune_macrophage_like_1	immune_macrophage_like_1|1.00	lc043	lc043|0.56;lc032|0.44
mc.0096	immune_macrophage_like_2	plum2	immune_macrophage_like_2	immune_macrophage_like_2|0.97	lc049	lc049|0.97
mc.0139	immune_like	plum3	immune_like	immune_like|0.97	lc062	lc062|0.97
mc.0222	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|0.84;epidermis_like_1|0.14	lc022	lc022|0.84;lc014|0.12
mc.0135	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|1.00	lc022	lc022|1.00
mc.0237	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|0.90	lc022	lc022|0.90
mc.0018	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|0.96	lc022	lc022|0.96
