metacell	metacell_annotation	color	metacell_top_cell_type	metacell_ann_cell_type	metacell_top_leiden	metacell_ann_leiden
mc.0365	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.99	lc018	lc018|0.99
mc.0044	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.98	lc018	lc018|0.94
mc.0190	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.99	lc018	lc018|0.92;lc011|0.07
mc.0359	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.53;neuron_Pou4_2|0.26;gland_2|0.19	lc018	lc018|0.53;lc027|0.26;lc012|0.19
mc.0210	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.59;neuron_Pou4_Otp_1|0.41	lc018	lc018|0.59;lc044|0.37
mc.0018	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.99	lc018	lc018|0.58;lc011|0.41
mc.0094	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.94	lc018	lc018|0.65;lc011|0.29
mc.0183	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.95	lc018	lc018|0.95
mc.0188	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.86;neuron_Pou4_Otp_1|0.14	lc018	lc018|0.86;lc044|0.14
mc.0260	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|1.00	lc034	lc034|0.45;lc012|0.40;lc011|0.14
mc.0057	gland_1_Xbp	sienna1	gland_1_Xbp	gland_1_Xbp|1.00	lc039	lc039|1.00
mc.0027	gland_1_Xbp	sienna1	gland_1_Xbp	gland_1_Xbp|1.00	lc039	lc039|0.97
mc.0224	gland_1_Xbp	sienna1	gland_1_Xbp	gland_1_Xbp|1.00	lc039	lc039|0.97
mc.0244	gland_1_Xbp	sienna1	gland_1_Xbp	gland_1_Xbp|1.00	lc039	lc039|0.98
mc.0162	gland_1_Xbp	sienna1	gland_1_Xbp	gland_1_Xbp|0.99	lc051	lc051|0.95
mc.0263	gland_2	sienna2	gland_2	gland_2|0.55;neuron_Isl|0.14;digestive_filaments|0.09;epidermis|0.07;gland_1_Xbp|0.07;gland_3|0.07	lc012	lc012|0.55;lc011|0.14;lc038|0.07
mc.0206	gland_2	sienna2	gland_2	gland_2|0.49;gland_4|0.23;neuron_Isl|0.20	lc012	lc012|0.49;lc034|0.23;lc011|0.18
mc.0088	gland_2	sienna2	gland_2	gland_2|0.94	lc012	lc012|0.94
mc.0048	gland_2	sienna2	gland_2	gland_2|0.96	lc012	lc012|0.96
mc.0045	gland_2	sienna2	gland_2	gland_2|0.98	lc012	lc012|0.98
mc.0280	gland_2	sienna2	gland_2	gland_2|0.87;digestive_filaments|0.05;neuron_Isl|0.05	lc012	lc012|0.87;lc011|0.05
mc.0031	gland_2	sienna2	gland_2	gland_2|0.93;neuron_Isl|0.07	lc012	lc012|0.93;lc011|0.07
mc.0252	gland_3	sienna3	gland_3	gland_3|1.00	lc012	lc012|0.71;lc038|0.19;lc011|0.06
mc.0287	gland_3	sienna3	gland_3	gland_3|0.79;gland_2|0.18	lc038	lc038|0.79;lc012|0.18
mc.0174	gland_3	sienna3	gland_3	gland_3|0.99	lc038	lc038|0.99
mc.0081	gland_3	sienna3	gland_3	gland_3|0.83;gland_2|0.06;gland_7|0.06	lc038	lc038|0.83;lc012|0.06;lc055|0.06
mc.0318	gland_3	sienna3	gland_3	gland_3|1.00	lc038	lc038|1.00
mc.0054	gland_4	tan1	gland_4	gland_4|0.98	lc034	lc034|0.98
mc.0090	gland_4	tan1	gland_4	gland_4|0.90	lc034	lc034|0.90
mc.0337	gland_5	tan2	gland_5	gland_5|0.87;neuron_Isl|0.08	lc041	lc041|0.87;lc011|0.08
mc.0304	gland_5	tan2	gland_5	gland_5|1.00	lc041	lc041|1.00
mc.0165	gland_5	tan2	gland_5	gland_5|1.00	lc041	lc041|1.00
mc.0086	gland_5	tan2	gland_5	gland_5|1.00	lc041	lc041|1.00
mc.0058	gland_6	tan3	gland_6	gland_6|1.00	lc033	lc033|1.00
mc.0150	gland_6	tan3	gland_6	gland_6|1.00	lc033	lc033|0.92;lc052|0.08
mc.0232	gland_6	tan3	gland_6	gland_6|1.00	lc033	lc033|0.96
mc.0246	gland_6	tan3	gland_6	gland_6|1.00	lc033	lc033|0.97
mc.0118	gland_6	tan3	gland_6	gland_6|1.00	lc033	lc033|0.99
mc.0072	gland_6	tan3	gland_6	gland_6|1.00	lc052	lc052|0.77;lc033|0.23
mc.0167	gland_6	tan3	gland_6	gland_6|1.00	lc052	lc052|0.70;lc033|0.30
mc.0235	gland_7	darkorange1	gland_7	gland_7|1.00	lc042	lc042|1.00
mc.0140	gland_7	darkorange1	gland_7	gland_7|1.00	lc042	lc042|0.70;lc055|0.30
mc.0033	gland_7	darkorange1	gland_7	gland_7|1.00	lc042	lc042|0.98
mc.0284	gland_7	darkorange1	gland_7	gland_7|1.00	lc042	lc042|1.00
mc.0276	gland_7	darkorange1	gland_7	gland_7|0.92	lc055	lc055|0.92
mc.0122	gland_8	darkorange2	gland_8	gland_8|1.00	lc034	lc034|1.00
mc.0142	gland_8	darkorange2	gland_8	gland_8|1.00	lc034	lc034|1.00
mc.0121	cnidocyte_1	mediumorchid2	cnidocyte_1	cnidocyte_1|0.89	lc043	lc043|0.89
mc.0061	cnidocyte_1	mediumorchid2	cnidocyte_1	cnidocyte_1|0.96	lc043	lc043|0.96
mc.0228	cnidocyte_1	mediumorchid2	cnidocyte_1	cnidocyte_1|1.00	lc043	lc043|1.00
mc.0036	cnidocyte_2	mediumorchid3	cnidocyte_2	cnidocyte_2|0.97	lc050	lc050|0.97
mc.0262	cnidocyte_2	mediumorchid3	cnidocyte_2	cnidocyte_2|0.99	lc050	lc050|0.99
mc.0080	immune_macrophage_like	plum1	immune_macrophage_like	immune_macrophage_like|0.87;neuron_Pou4_2|0.05	lc030	lc030|0.87;lc027|0.05
mc.0225	immune_macrophage_like	plum1	immune_macrophage_like	immune_macrophage_like|1.00	lc030	lc030|1.00
mc.0204	immune_macrophage_like	plum1	immune_macrophage_like	immune_macrophage_like|1.00	lc030	lc030|1.00
mc.0026	immune_macrophage_like	plum1	immune_macrophage_like	immune_macrophage_like|1.00	lc030	lc030|1.00
mc.0300	immune_macrophage_like	plum1	immune_macrophage_like	immune_macrophage_like|0.92	lc030	lc030|0.92
mc.0320	immune_macrophage_like	plum1	immune_macrophage_like	immune_macrophage_like|0.98	lc030	lc030|0.98
mc.0185	immune_like_1	plum2	immune_like_1	immune_like_1|0.89;immune_macrophage_like|0.09	lc047	lc047|0.89;lc030|0.09
mc.0250	immune_like_1	plum2	immune_like_1	immune_like_1|0.82;digestive_filaments|0.07	lc047	lc047|0.82;lc005|0.06
mc.0282	immune_like_2	plum3	immune_like_2	immune_like_2|0.98	lc045	lc045|0.98
mc.0226	immune_like_2	plum3	immune_like_2	immune_like_2|0.59;immune_macrophage_like|0.29;immune_like_1|0.12	lc045	lc045|0.59;lc030|0.29;lc047|0.12
mc.0324	immune_like_2	plum3	immune_like_2	immune_like_2|0.98	lc045	lc045|0.98
mc.0176	immune_like_2	plum3	immune_like_2	immune_like_2|0.53;immune_like_1|0.24;immune_macrophage_like|0.23	lc045	lc045|0.53;lc047|0.24;lc030|0.23
mc.0173	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|0.96	lc024	lc024|0.96
mc.0009	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|0.77;epidermis|0.13;epidermis_like_1|0.09	lc024	lc024|0.77;lc022|0.11;lc014|0.09
mc.0126	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|0.95	lc024	lc024|0.95
mc.0143	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|0.74;neurosecretory_progenitors|0.13;digestive_filaments|0.09	lc024	lc024|0.74;lc031|0.13;lc025|0.06
