metacell	metacell_annotation	color	metacell_top_cell_type	metacell_ann_cell_type	metacell_top_leiden	metacell_ann_leiden
mc.0020	neuron_14_peptidergic	steelblue1	neuron_14_peptidergic	neuron_14_peptidergic|0.69;neuron_7|0.22	lc055	lc055|0.69;lc007|0.14;lc030|0.09
mc.0032	neuron_16_peptidergic	steelblue1	neuron_16_peptidergic	neuron_16_peptidergic|0.96	lc013	lc013|0.96
mc.0005	neuron_16_peptidergic	steelblue1	neuron_16_peptidergic	neuron_16_peptidergic|0.86	lc013	lc013|0.86
mc.0089	neuron_16_peptidergic	steelblue1	neuron_16_peptidergic	neuron_16_peptidergic|0.96	lc013	lc013|0.96
mc.0163	neuron_16_peptidergic	steelblue1	neuron_16_peptidergic	neuron_16_peptidergic|0.60;epidermis_like_1|0.15;neuron_7|0.15	lc013	lc013|0.60;lc001|0.14;lc030|0.10;lc007|0.05
mc.0184	neuron_16_peptidergic	steelblue1	neuron_16_peptidergic	neuron_16_peptidergic|0.50;neuron_19|0.34;neuron_7|0.14	lc013	lc013|0.50;lc003|0.27;lc007|0.09;lc008|0.07
mc.0158	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.48;neuron_16_peptidergic|0.46	lc013	lc013|0.46;lc040|0.39;lc026|0.09
mc.0215	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.43;epidermis_like_1|0.17;neuron_7|0.17;neuron_19|0.15;neuron_16_peptidergic|0.07	lc026	lc026|0.43;lc004|0.15;lc008|0.15;lc030|0.10;lc007|0.07;lc013|0.07
mc.0059	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.74;neuron_19|0.25	lc026	lc026|0.72;lc008|0.13;lc003|0.11
mc.0204	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.87;neuron_19|0.09	lc026	lc026|0.86;lc008|0.08
mc.0014	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.37;neuron_7|0.34;neuron_19|0.22	lc026	lc026|0.36;lc030|0.32;lc008|0.16;lc003|0.05
mc.0081	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.89	lc040	lc040|0.67;lc026|0.23
mc.0051	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.96	lc040	lc040|0.72;lc026|0.24
mc.0134	neuron_30_peptidergic	steelblue1	neuron_30_peptidergic	neuron_30_peptidergic|0.98	lc040	lc040|0.63;lc026|0.35
mc.0075	neuron_36_peptidergic	steelblue1	neuron_36_peptidergic	neuron_36_peptidergic|0.89	lc017	lc017|0.89
mc.0151	neuron_36_peptidergic	steelblue1	neuron_36_peptidergic	neuron_36_peptidergic|0.96	lc017	lc017|0.96
mc.0157	neuron_36_peptidergic	steelblue1	neuron_36_peptidergic	neuron_36_peptidergic|0.96	lc017	lc017|0.96
mc.0027	neuron_36_peptidergic	steelblue1	neuron_36_peptidergic	neuron_36_peptidergic|0.87;neuron_30_peptidergic|0.08	lc017	lc017|0.87;lc026|0.08
mc.0224	neuron_36_peptidergic	steelblue1	neuron_36_peptidergic	neuron_36_peptidergic|0.88;neuron_30_peptidergic|0.06	lc017	lc017|0.88;lc026|0.06
mc.0201	neuron_36_peptidergic	steelblue1	neuron_36_peptidergic	neuron_36_peptidergic|0.98	lc017	lc017|0.98
mc.0124	neuron_10_vasopressin	steelblue2	neuron_10_vasopressin	neuron_10_vasopressin|0.86;epidermis_like_1|0.06	lc048	lc048|0.86
mc.0077	neuron_10_vasopressin	steelblue2	neuron_10_vasopressin	neuron_10_vasopressin|0.61;neuron_30_peptidergic|0.21;neuron_2_precursors|0.08;neuron_7|0.06	lc048	lc048|0.61;lc026|0.18;lc021|0.08;lc030|0.05
mc.0067	gland_1	sienna1	gland_1	gland_1|1.00	lc024	lc024|1.00
mc.0010	gland_1	sienna1	gland_1	gland_1|0.99	lc024	lc024|0.99
mc.0026	gland_1	sienna1	gland_1	gland_1|0.84;neurosecretory_progenitors|0.05	lc024	lc024|0.84;lc025|0.05
mc.0072	gland_4	sienna2	gland_4	gland_4|0.91	lc033	lc033|0.91
mc.0013	gland_4	sienna2	gland_4	gland_4|0.99	lc033	lc033|0.96
mc.0139	gland_4	sienna2	gland_4	gland_4|0.95	lc033	lc033|0.95
mc.0115	gland_4	sienna2	gland_4	gland_4|0.67;neuron_19|0.11;epidermis|0.06;neuron_2_precursors|0.06	lc033	lc033|0.67;lc008|0.07;lc021|0.06
mc.0140	gland_4	sienna2	gland_4	gland_4|0.90;neuron_18|0.08	lc053	lc053|0.62;lc033|0.27
mc.0161	gland_9	sienna3	gland_9	gland_9|0.92	lc046	lc046|0.92
mc.0012	gland_9	sienna3	gland_9	gland_9|0.90;neuron_18|0.06	lc046	lc046|0.90
mc.0035	gland_13	sienna4	gland_13	gland_13|0.81;epidermis_like_1|0.07	lc050	lc050|0.81;lc001|0.07
mc.0021	gland_13	sienna4	gland_13	gland_13|0.86	lc050	lc050|0.86
mc.0212	gland_16	tan1	gland_16	gland_16|0.59;epidermis_like_1|0.20;digestive_filaments_like|0.16	lc022	lc022|0.59;lc001|0.20;lc042|0.09;lc029|0.07
mc.0129	gland_16	tan1	gland_16	gland_16|1.00	lc022	lc022|1.00
mc.0176	gland_16	tan1	gland_16	gland_16|0.95	lc022	lc022|0.95
mc.0047	gland_16	tan1	gland_16	gland_16|0.98	lc022	lc022|0.98
mc.0040	gland_17	tan2	gland_17	gland_17|0.93	lc041	lc041|0.93
mc.0028	gland_17	tan2	gland_17	gland_17|0.70;gastrodermis|0.20	lc041	lc041|0.70;lc037|0.07;lc044|0.06
mc.0220	gland_17	tan2	gland_17	gland_17|0.79;neuron_18|0.09;epidermis_like_1|0.07	lc041	lc041|0.79;lc036|0.09;lc004|0.07
mc.0105	gland_26	tan3	gland_26	gland_26|0.83;epidermis_like_1|0.11	lc019	lc019|0.83;lc001|0.11
mc.0048	gland_26	tan3	gland_26	gland_26|0.84;neuron_19|0.07	lc019	lc019|0.84;lc008|0.07
mc.0097	gland_26	tan3	gland_26	gland_26|0.43;digestive_filaments|0.31;neuron_2_precursors|0.09;epidermis_like_1|0.06	lc019	lc019|0.43;lc027|0.29;lc021|0.09;lc001|0.06
mc.0210	gland_26	tan3	gland_26	gland_26|0.44;neuron_19|0.28;epidermis_like_1|0.09;neuron_13|0.07;neuron_7|0.05	lc019	lc019|0.44;lc008|0.28;lc001|0.09;lc016|0.07
mc.0162	gland_26	tan3	gland_26	gland_26|0.88;neuron_19|0.07	lc019	lc019|0.88;lc008|0.07
mc.0095	gland_26	tan3	gland_26	gland_26|0.48;neuron_18|0.40	lc019	lc019|0.48;lc002|0.34;lc036|0.06
mc.0179	gland_26	tan3	gland_26	gland_26|0.35;gastrodermis|0.13;gland_16|0.11;neuron_7|0.09;neuron_19|0.08;epidermis_like_1|0.06;neuron_2_precursors|0.06	lc019	lc019|0.35;lc037|0.13;lc022|0.11;lc030|0.09;lc008|0.08;lc021|0.06
mc.0171	cnidocyte_nematocytes	mediumorchid2	cnidocyte_nematocytes	cnidocyte_nematocytes|0.62;epidermis_like_1|0.15;digestive_filaments|0.14	lc023	lc023|0.62;lc001|0.15;lc005|0.13
mc.0088	cnidocyte_nematocytes	mediumorchid2	cnidocyte_nematocytes	cnidocyte_nematocytes|0.96	lc023	lc023|0.96
mc.0123	cnidocyte_nematocytes	mediumorchid2	cnidocyte_nematocytes	cnidocyte_nematocytes|1.00	lc023	lc023|1.00
mc.0119	cnidocyte_nematocytes	mediumorchid2	cnidocyte_nematocytes	cnidocyte_nematocytes|0.77;neuron_7|0.11;neuron_13|0.07	lc023	lc023|0.77;lc030|0.09;lc016|0.07
mc.0094	cnidocyte_nematocytes	mediumorchid2	cnidocyte_nematocytes	cnidocyte_nematocytes|0.97	lc023	lc023|0.97
mc.0156	cnidocyte_spirocytes	mediumorchid3	cnidocyte_spirocytes	cnidocyte_spirocytes|0.91;epidermis_like_1|0.07	lc039	lc039|0.91;lc001|0.07
mc.0034	cnidocyte_spirocytes	mediumorchid3	cnidocyte_spirocytes	cnidocyte_spirocytes|0.45;epidermis_like_2|0.13;epidermis_like_1|0.10;cnidocyte_nematocytes|0.09;gastrodermis|0.07;neurosecretory_progenitors|0.07;digestive_filaments_like|0.06	lc039	lc039|0.45;lc028|0.13;lc001|0.10;lc023|0.09;lc025|0.07;lc037|0.06
mc.0063	cnidocyte_spirocytes	mediumorchid3	cnidocyte_spirocytes	cnidocyte_spirocytes|0.92	lc039	lc039|0.92
mc.0116	gland_unknown_1	tan4	gland_unknown_1	gland_unknown_1|0.59;neuron_18|0.24;epidermis_like_1|0.15	lc047	lc047|0.59;lc036|0.23;lc001|0.13
mc.0100	gland_unknown_1	tan4	gland_unknown_1	gland_unknown_1|0.70;epidermis_like_1|0.19;neuron_18|0.06	lc047	lc047|0.70;lc001|0.19;lc036|0.06
mc.0085	gland_unknown_1	tan4	gland_unknown_1	gland_unknown_1|0.94;neuron_18|0.06	lc047	lc047|0.94
mc.0120	unknown	snow2	unknown	unknown|0.80;epidermis_like_1|0.08	lc052	lc052|0.80
